date,type_raw,collected_kg,material_std,recovery_rate,recovered_kg
2012-06-04,msw,24730.0,MSW,0.1,2473.0
2012-06-05,msw,7490.0,MSW,0.1,749.0
2012-06-06,msw,31910.0,MSW,0.1,3191.0
2012-06-07,msw,33710.0,MSW,0.1,3371.0
2012-06-08,msw,21950.0,MSW,0.1,2195.0
2012-06-09,msw,26670.0,MSW,0.1,2667.0
2012-06-10,msw,18980.0,MSW,0.1,1898.0
2012-06-11,msw,30980.0,MSW,0.1,3098.0
2012-06-12,msw,23610.0,MSW,0.1,2361.0
2012-06-13,msw,32490.0,MSW,0.1,3249.0
2012-06-14,msw,26030.0,MSW,0.1,2603.0
2012-06-15,msw,25410.0,MSW,0.1,2541.0
2012-06-16,msw,23490.0,MSW,0.1,2349.0
2012-06-17,msw,12880.0,MSW,0.1,1288.0
2012-06-18,msw,29080.0,MSW,0.1,2908.0
2012-06-19,msw,30200.0,MSW,0.1,3020.0
2012-06-20,msw,30790.0,MSW,0.1,3079.0
2012-06-21,msw,28670.0,MSW,0.1,2867.0
2012-06-22,msw,34460.0,MSW,0.1,3446.0
2012-06-23,msw,17390.0,MSW,0.1,1739.0
2012-06-24,msw,13690.0,MSW,0.1,1369.0
2012-06-25,msw,28090.0,MSW,0.1,2809.0
2012-06-26,msw,35700.0,MSW,0.1,3570.0
2012-06-27,msw,25730.0,MSW,0.1,2573.0
2012-06-28,msw,31400.0,MSW,0.1,3140.0
2012-06-29,msw,29360.0,MSW,0.1,2936.0
2012-06-30,msw,28870.0,MSW,0.1,2887.0
2012-07-01,msw,24330.0,MSW,0.1,2433.0
2012-07-02,msw,20690.0,MSW,0.1,2069.0
2012-07-03,msw,12760.0,MSW,0.1,1276.0
2012-07-04,msw,28000.0,MSW,0.1,2800.0
2012-07-05,msw,19970.0,MSW,0.1,1997.0
2012-07-06,msw,33890.0,MSW,0.1,3389.0
2012-07-07,msw,23630.0,MSW,0.1,2363.0
2012-07-08,msw,22550.0,MSW,0.1,2255.0
2012-07-09,msw,31170.0,MSW,0.1,3117.0
2012-07-10,msw,8980.0,MSW,0.1,898.0
2012-07-11,msw,27320.0,MSW,0.1,2732.0
2012-07-12,msw,29480.0,MSW,0.1,2948.0
2012-07-13,msw,29250.0,MSW,0.1,2925.0
2012-07-14,msw,22550.0,MSW,0.1,2255.0
2012-07-15,msw,8890.0,MSW,0.1,889.0
2012-07-16,msw,25380.0,MSW,0.1,2538.0
2012-07-17,msw,20870.0,MSW,0.1,2087.0
2012-07-18,msw,33660.0,MSW,0.1,3366.0
2012-07-19,msw,32180.0,MSW,0.1,3218.0
2012-07-20,msw,25950.0,MSW,0.1,2595.0
2012-07-21,msw,26540.0,MSW,0.1,2654.0
2012-07-22,msw,8840.0,MSW,0.1,884.0
2012-07-23,msw,27860.0,MSW,0.1,2786.0
2012-07-24,msw,29030.0,MSW,0.1,2903.0
2012-07-25,msw,31870.0,MSW,0.1,3187.0
2012-07-26,msw,30050.0,MSW,0.1,3005.0
2012-07-27,msw,23340.0,MSW,0.1,2334.0
2012-07-28,msw,17770.0,MSW,0.1,1777.0
2012-07-29,msw,5180.0,MSW,0.1,518.0
2012-07-30,msw,27670.0,MSW,0.1,2767.0
2012-07-31,msw,29540.0,MSW,0.1,2954.0
2012-08-01,msw,10940.0,MSW,0.1,1094.0
2012-08-02,msw,31910.0,MSW,0.1,3191.0
2012-08-03,msw,31060.0,MSW,0.1,3106.0
2012-08-04,msw,17330.0,MSW,0.1,1733.0
2012-08-05,msw,29850.0,MSW,0.1,2985.0
2012-08-06,msw,35870.0,MSW,0.1,3587.0
2012-08-07,msw,9220.0,MSW,0.1,922.0
2012-08-08,msw,29360.0,MSW,0.1,2936.0
2012-08-09,msw,30070.0,MSW,0.1,3007.0
2012-08-10,msw,26640.0,MSW,0.1,2664.0
2012-08-11,msw,24670.0,MSW,0.1,2467.0
2012-08-12,msw,24070.0,MSW,0.1,2407.0
2012-08-13,msw,22970.0,MSW,0.1,2297.0
2012-08-14,msw,26210.0,MSW,0.1,2621.0
2012-08-15,msw,31960.0,MSW,0.1,3196.0
2012-08-16,msw,31300.0,MSW,0.1,3130.0
2012-08-17,msw,29920.0,MSW,0.1,2992.0
2012-08-18,msw,20920.0,MSW,0.1,2092.0
2012-08-19,msw,17050.0,MSW,0.1,1705.0
2012-08-20,msw,26480.0,MSW,0.1,2648.0
2012-08-21,msw,21900.0,MSW,0.1,2190.0
2012-08-22,msw,28350.0,MSW,0.1,2835.0
2012-08-23,msw,27630.0,MSW,0.1,2763.0
2012-08-24,msw,15150.0,MSW,0.1,1515.0
2012-08-25,msw,29630.0,MSW,0.1,2963.0
2012-08-26,msw,2460.0,MSW,0.1,246.0
2012-08-27,msw,30000.0,MSW,0.1,3000.0
2012-08-28,msw,35040.0,MSW,0.1,3504.0
2012-08-29,msw,28900.0,MSW,0.1,2890.0
2012-08-30,msw,31390.0,MSW,0.1,3139.0
2012-08-31,msw,23840.0,MSW,0.1,2384.0
2012-09-01,msw,26940.0,MSW,0.1,2694.0
2012-09-02,msw,22130.0,MSW,0.1,2213.0
2012-09-03,msw,27960.0,MSW,0.1,2796.0
2012-09-04,msw,24150.0,MSW,0.1,2415.0
2012-09-05,msw,32010.0,MSW,0.1,3201.0
2012-09-06,msw,31080.0,MSW,0.1,3108.0
2012-09-07,msw,25760.0,MSW,0.1,2576.0
2012-09-08,msw,29180.0,MSW,0.1,2918.0
2012-09-09,msw,15470.0,MSW,0.1,1547.0
2012-09-10,msw,33790.0,MSW,0.1,3379.0
2012-09-11,msw,31410.0,MSW,0.1,3141.0
2012-09-12,msw,7080.0,MSW,0.1,708.0
2012-09-13,msw,26890.0,MSW,0.1,2689.0
2012-09-14,msw,33270.0,MSW,0.1,3327.0
2012-09-15,msw,25300.0,MSW,0.1,2530.0
2012-09-16,msw,5350.0,MSW,0.1,535.0
2012-09-17,msw,26390.0,MSW,0.1,2639.0
2012-09-18,msw,36350.0,MSW,0.1,3635.0
2012-09-19,msw,27040.0,MSW,0.1,2704.0
2012-09-20,msw,21610.0,MSW,0.1,2161.0
2012-09-21,msw,27290.0,MSW,0.1,2729.0
2012-09-22,msw,22190.0,MSW,0.1,2219.0
2012-09-23,msw,14660.0,MSW,0.1,1466.0
2012-09-24,msw,26510.0,MSW,0.1,2651.0
2012-09-25,msw,30670.0,MSW,0.1,3067.0
2012-09-26,msw,26650.0,MSW,0.1,2665.0
2012-09-27,msw,29670.0,MSW,0.1,2967.0
2012-09-28,msw,34610.0,MSW,0.1,3461.0
2012-09-29,msw,18330.0,MSW,0.1,1833.0
2012-09-30,msw,9710.0,MSW,0.1,971.0
2012-10-01,msw,26010.0,MSW,0.1,2601.0
2012-10-02,msw,23140.0,MSW,0.1,2314.0
2012-10-03,msw,24060.0,MSW,0.1,2406.0
2012-10-04,msw,30250.0,MSW,0.1,3025.0
2012-10-05,msw,34220.0,MSW,0.1,3422.0
2012-10-06,msw,13390.0,MSW,0.1,1339.0
2012-10-07,msw,30040.0,MSW,0.1,3004.0
2012-10-08,msw,24610.0,MSW,0.1,2461.0
2012-10-09,msw,36270.0,MSW,0.1,3627.0
2012-10-10,msw,30310.0,MSW,0.1,3031.0
2012-10-11,msw,23550.0,MSW,0.1,2355.0
2012-10-12,msw,25010.0,MSW,0.1,2501.0
2012-10-13,msw,19160.0,MSW,0.1,1916.0
2012-10-14,msw,7610.0,MSW,0.1,761.0
2012-10-15,msw,24400.0,MSW,0.1,2440.0
2012-10-16,msw,29930.0,MSW,0.1,2993.0
2012-10-17,msw,30000.0,MSW,0.1,3000.0
2012-10-18,msw,34940.0,MSW,0.1,3494.0
2012-10-19,msw,30670.0,MSW,0.1,3067.0
2012-10-20,msw,9680.0,MSW,0.1,968.0
2012-10-21,msw,13930.0,MSW,0.1,1393.0
2012-10-22,msw,31300.0,MSW,0.1,3130.0
2012-10-23,msw,38340.0,MSW,0.1,3834.0
2012-10-24,msw,28100.0,MSW,0.1,2810.0
2012-10-25,msw,37880.0,MSW,0.1,3788.0
2012-10-26,msw,23140.0,MSW,0.1,2314.0
2012-10-27,msw,18130.0,MSW,0.1,1813.0
2012-10-28,msw,7790.0,MSW,0.1,779.0
2012-10-29,msw,13670.0,MSW,0.1,1367.0
2012-10-30,msw,40760.0,MSW,0.1,4076.0
2012-10-31,msw,30380.0,MSW,0.1,3038.0
2012-11-01,msw,33040.0,MSW,0.1,3304.0
2012-11-02,msw,14500.0,MSW,0.1,1450.0
2012-11-03,msw,8810.0,MSW,0.1,881.0
2012-11-04,msw,33660.0,MSW,0.1,3366.0
2012-11-05,msw,28800.0,MSW,0.1,2880.0
2012-11-06,msw,24330.0,MSW,0.1,2433.0
2012-11-07,msw,31840.0,MSW,0.1,3184.0
2012-11-08,msw,24070.0,MSW,0.1,2407.0
2012-11-09,msw,26490.0,MSW,0.1,2649.0
2012-11-10,msw,30360.0,MSW,0.1,3036.0
2012-11-11,msw,5550.0,MSW,0.1,555.0
2012-11-12,msw,33150.0,MSW,0.1,3315.0
2012-11-13,msw,32960.0,MSW,0.1,3296.0
2012-11-14,msw,26710.0,MSW,0.1,2671.0
2012-11-15,msw,37310.0,MSW,0.1,3731.0
2012-11-16,msw,28510.0,MSW,0.1,2851.0
2012-11-17,msw,19510.0,MSW,0.1,1951.0
2012-11-18,msw,4230.0,MSW,0.1,423.0
2012-11-19,msw,23480.0,MSW,0.1,2348.0
2012-11-20,msw,32690.0,MSW,0.1,3269.0
2012-11-21,msw,25560.0,MSW,0.1,2556.0
2012-11-22,msw,26360.0,MSW,0.1,2636.0
2012-11-23,msw,28750.0,MSW,0.1,2875.0
2012-11-24,msw,20490.0,MSW,0.1,2049.0
2012-11-25,msw,6700.0,MSW,0.1,670.0
2012-11-26,msw,28970.0,MSW,0.1,2897.0
2012-11-27,msw,21090.0,MSW,0.1,2109.0
2012-11-28,msw,43850.0,MSW,0.1,4385.0
2012-11-29,msw,19030.0,MSW,0.1,1903.0
2012-11-30,msw,36760.0,MSW,0.1,3676.0
2012-12-01,msw,33900.0,MSW,0.1,3390.0
2012-12-02,msw,7580.0,MSW,0.1,758.0
2012-12-03,msw,29930.0,MSW,0.1,2993.0
2012-12-04,msw,27770.0,MSW,0.1,2777.0
2012-12-05,msw,24190.0,MSW,0.1,2419.0
2012-12-06,msw,28050.0,MSW,0.1,2805.0
2012-12-07,msw,29950.0,MSW,0.1,2995.0
2012-12-08,msw,14450.0,MSW,0.1,1445.0
2012-12-09,msw,29890.0,MSW,0.1,2989.0
2012-12-10,msw,28420.0,MSW,0.1,2842.0
2012-12-11,msw,26870.0,MSW,0.1,2687.0
2012-12-12,msw,29560.0,MSW,0.1,2956.0
2012-12-13,msw,30330.0,MSW,0.1,3033.0
2012-12-14,msw,27000.0,MSW,0.1,2700.0
2012-12-15,msw,21990.0,MSW,0.1,2199.0
2012-12-16,msw,8520.0,MSW,0.1,852.0
2012-12-17,msw,18410.0,MSW,0.1,1841.0
2012-12-18,msw,34600.0,MSW,0.1,3460.0
2012-12-19,msw,35330.0,MSW,0.1,3533.0
2012-12-20,msw,32550.0,MSW,0.1,3255.0
2012-12-21,msw,29430.0,MSW,0.1,2943.0
2012-12-22,msw,23180.0,MSW,0.1,2318.0
2012-12-23,msw,7710.0,MSW,0.1,771.0
2012-12-24,msw,33850.0,MSW,0.1,3385.0
2012-12-25,msw,26620.0,MSW,0.1,2662.0
2012-12-26,msw,30830.0,MSW,0.1,3083.0
2012-12-27,msw,21210.0,MSW,0.1,2121.0
2012-12-28,msw,37700.0,MSW,0.1,3770.0
2012-12-29,msw,27130.0,MSW,0.1,2713.0
2012-12-30,msw,11820.0,MSW,0.1,1182.0
2012-12-31,msw,38500.0,MSW,0.1,3850.0
2013-01-01,msw,18240.0,MSW,0.1,1824.0
2013-01-02,msw,23150.0,MSW,0.1,2315.0
2013-01-03,msw,20450.0,MSW,0.1,2045.0
2013-01-04,msw,23720.0,MSW,0.1,2372.0
2013-01-05,msw,13610.0,MSW,0.1,1361.0
2013-01-06,msw,21900.0,MSW,0.1,2190.0
2013-01-07,msw,23100.0,MSW,0.1,2310.0
2013-01-08,msw,36470.0,MSW,0.1,3647.0
2013-01-09,msw,6810.0,MSW,0.1,681.0
2013-01-10,msw,35040.0,MSW,0.1,3504.0
2013-01-11,msw,28750.0,MSW,0.1,2875.0
2013-01-12,msw,16820.0,MSW,0.1,1682.0
2013-01-13,msw,7260.0,MSW,0.1,726.0
2013-01-14,msw,14540.0,MSW,0.1,1454.0
2013-01-15,msw,25850.0,MSW,0.1,2585.0
2013-01-16,msw,28840.0,MSW,0.1,2884.0
2013-01-17,msw,31340.0,MSW,0.1,3134.0
2013-01-18,msw,28600.0,MSW,0.1,2860.0
2013-01-19,msw,23080.0,MSW,0.1,2308.0
2013-01-20,msw,14170.0,MSW,0.1,1417.0
2013-01-21,msw,24690.0,MSW,0.1,2469.0
2013-01-22,msw,27980.0,MSW,0.1,2798.0
2013-01-23,msw,26020.0,MSW,0.1,2602.0
2013-01-24,msw,27290.0,MSW,0.1,2729.0
2013-01-25,msw,14340.0,MSW,0.1,1434.0
2013-01-26,msw,18440.0,MSW,0.1,1844.0
2013-01-27,msw,9570.0,MSW,0.1,957.0
2013-01-28,msw,20340.0,MSW,0.1,2034.0
2013-01-29,msw,34490.0,MSW,0.1,3449.0
2013-01-30,msw,25920.0,MSW,0.1,2592.0
2013-01-31,msw,28630.0,MSW,0.1,2863.0
2013-02-01,msw,33660.0,MSW,0.1,3366.0
2013-02-02,msw,16030.0,MSW,0.1,1603.0
2013-02-03,msw,21810.0,MSW,0.1,2181.0
2013-02-04,msw,33090.0,MSW,0.1,3309.0
2013-02-05,msw,37200.0,MSW,0.1,3720.0
2013-02-06,msw,6290.0,MSW,0.1,629.0
2013-02-07,msw,28890.0,MSW,0.1,2889.0
2013-02-08,msw,25300.0,MSW,0.1,2530.0
2013-02-09,msw,22910.0,MSW,0.1,2291.0
2013-02-10,msw,32100.0,MSW,0.1,3210.0
2013-02-11,msw,21050.0,MSW,0.1,2105.0
2013-02-12,msw,28210.0,MSW,0.1,2821.0
2013-02-13,msw,28610.0,MSW,0.1,2861.0
2013-02-14,msw,30090.0,MSW,0.1,3009.0
2013-02-15,msw,21730.0,MSW,0.1,2173.0
2013-02-16,msw,24910.0,MSW,0.1,2491.0
2013-02-17,msw,7450.0,MSW,0.1,745.0
2013-02-18,msw,21720.0,MSW,0.1,2172.0
2013-02-19,msw,25590.0,MSW,0.1,2559.0
2013-02-20,msw,29510.0,MSW,0.1,2951.0
2013-02-21,msw,25240.0,MSW,0.1,2524.0
2013-02-22,msw,26470.0,MSW,0.1,2647.0
2013-02-23,msw,18960.0,MSW,0.1,1896.0
2013-02-24,msw,12170.0,MSW,0.1,1217.0
2013-02-25,msw,10130.0,MSW,0.1,1013.0
2013-02-26,msw,30810.0,MSW,0.1,3081.0
2013-02-27,msw,34560.0,MSW,0.1,3456.0
2013-02-28,msw,27410.0,MSW,0.1,2741.0
2013-03-01,msw,38630.0,MSW,0.1,3863.0
2013-03-02,msw,6640.0,MSW,0.1,664.0
2013-03-03,msw,8650.0,MSW,0.1,865.0
2013-03-04,msw,28020.0,MSW,0.1,2802.0
2013-03-05,msw,12950.0,MSW,0.1,1295.0
2013-03-06,msw,22370.0,MSW,0.1,2237.0
2013-03-07,msw,33300.0,MSW,0.1,3330.0
2013-03-08,msw,24890.0,MSW,0.1,2489.0
2013-03-09,msw,32160.0,MSW,0.1,3216.0
2013-03-10,msw,30400.0,MSW,0.1,3040.0
2013-03-11,msw,6660.0,MSW,0.1,666.0
2013-03-12,msw,31170.0,MSW,0.1,3117.0
2013-03-13,msw,25720.0,MSW,0.1,2572.0
2013-03-14,msw,27500.0,MSW,0.1,2750.0
2013-03-15,msw,26540.0,MSW,0.1,2654.0
2013-03-16,msw,21020.0,MSW,0.1,2102.0
2013-03-17,msw,7160.0,MSW,0.1,716.0
2013-03-18,msw,19580.0,MSW,0.1,1958.0
2013-03-19,msw,33550.0,MSW,0.1,3355.0
2013-03-20,msw,30120.0,MSW,0.1,3012.0
2013-03-21,msw,29090.0,MSW,0.1,2909.0
2013-03-22,msw,28600.0,MSW,0.1,2860.0
2013-03-23,msw,20120.0,MSW,0.1,2012.0
2013-03-24,msw,8520.0,MSW,0.1,852.0
2013-03-25,msw,21380.0,MSW,0.1,2138.0
2013-03-26,msw,23620.0,MSW,0.1,2362.0
2013-03-27,msw,33380.0,MSW,0.1,3338.0
2013-03-28,msw,26380.0,MSW,0.1,2638.0
2013-03-29,msw,29490.0,MSW,0.1,2949.0
2013-03-30,msw,31730.0,MSW,0.1,3173.0
2013-03-31,msw,8930.0,MSW,0.1,893.0
2013-04-01,msw,23180.0,MSW,0.1,2318.0
2013-04-02,msw,10540.0,MSW,0.1,1054.0
2013-04-03,msw,20250.0,MSW,0.1,2025.0
2013-04-04,msw,23340.0,MSW,0.1,2334.0
2013-04-05,msw,38580.0,MSW,0.1,3858.0
2013-04-06,msw,35500.0,MSW,0.1,3550.0
2013-04-07,msw,29940.0,MSW,0.1,2994.0
2013-04-08,msw,11580.0,MSW,0.1,1158.0
2013-04-09,msw,33110.0,MSW,0.1,3311.0
2013-04-10,msw,27250.0,MSW,0.1,2725.0
2013-04-11,msw,29970.0,MSW,0.1,2997.0
2013-04-12,msw,30330.0,MSW,0.1,3033.0
2013-04-13,msw,23650.0,MSW,0.1,2365.0
2013-04-14,msw,5330.0,MSW,0.1,533.0
2013-04-15,msw,6650.0,MSW,0.1,665.0
2013-04-16,msw,28140.0,MSW,0.1,2814.0
2013-04-17,msw,26400.0,MSW,0.1,2640.0
2013-04-18,msw,25870.0,MSW,0.1,2587.0
2013-04-19,msw,31600.0,MSW,0.1,3160.0
2013-04-20,msw,12880.0,MSW,0.1,1288.0
2013-04-21,msw,8410.0,MSW,0.1,841.0
2013-04-22,msw,21600.0,MSW,0.1,2160.0
2013-04-23,msw,28780.0,MSW,0.1,2878.0
2013-04-24,msw,26350.0,MSW,0.1,2635.0
2013-04-25,msw,22790.0,MSW,0.1,2279.0
2013-04-26,msw,39240.0,MSW,0.1,3924.0
2013-04-27,msw,16950.0,MSW,0.1,1695.0
2013-04-28,msw,6040.0,MSW,0.1,604.0
2013-04-29,msw,23630.0,MSW,0.1,2363.0
2013-04-30,msw,29220.0,MSW,0.1,2922.0
2013-05-01,msw,35480.0,MSW,0.1,3548.0
2013-05-02,msw,24250.0,MSW,0.1,2425.0
2013-05-03,msw,27520.0,MSW,0.1,2752.0
2013-05-04,msw,32450.0,MSW,0.1,3245.0
2013-05-05,msw,17340.0,MSW,0.1,1734.0
2013-05-06,msw,34910.0,MSW,0.1,3491.0
2013-05-07,msw,30150.0,MSW,0.1,3015.0
2013-05-08,msw,23870.0,MSW,0.1,2387.0
2013-05-09,msw,27230.0,MSW,0.1,2723.0
2013-05-10,msw,22170.0,MSW,0.1,2217.0
2013-05-11,msw,31710.0,MSW,0.1,3171.0
2013-05-12,msw,34740.0,MSW,0.1,3474.0
2013-05-13,msw,20520.0,MSW,0.1,2052.0
